code,level,de,en,es,fr,it,nl
78.20,4,Überlassung von Arbeitskräften und sonstige Personaldienstleistungen,Temporary employment agency activities and other human resource provisions,Actividades de las empresas de trabajo temporal y otras provisiones de recursos humanos,Activités d’agence de travail temporaire et autre mise à disposition de ressources humaines,Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane,Activiteiten van uitzendbureaus en andere diensten in verband met personeelsvoorziening
52,2,Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr,"Warehousing, storage and support activities for transportation","Depósito, almacenamiento y actividades auxiliares del transporte",Entreposage et services auxiliaires des transports,"Magazzinaggio, deposito e attività di supporto ai trasporti",Opslag en vervoerondersteunende activiteiten
55,2,Beherbergung,Accommodation,Servicios de alojamiento,Hébergement,Servizi di alloggio,Verschaffen van accommodatie
56,2,Gastronomie,Food and beverage service activities,Servicios de comidas y bebidas,Activités de service de restauration,Attività di servizi di ristorazione,Activiteiten van eet- en drinkgelegenheden
77,2,Vermietung und Leasing,Rental and leasing activities,Actividades de alquiler,Activités de location et location-bail,Attività di noleggio e leasing operativo,Verhuur en lease
79,2,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen","Travel agency, tour operator and other reservation service and related activities","Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas","Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes","Attività di agenzie di viaggio, tour operator e altri servizi di prenotazione e attività connesse","Activiteiten van reisbureaus, reisorganisatoren, reserveringsbureaus en aanverwante activiteiten"
82,2,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen,"Office administrative, office support and other business support activities",Actividades administrativas de oficina y otras actividades auxiliares a las empresas,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises","Attività amministrative, di supporto per le funzioni di ufficio e altri servizi di supporto alle imprese",Administratieve en ondersteunende activiteiten ten behoeve van kantoren en overige zakelijke dienstverlening
52.3,3,Vermittlungstätigkeiten für den Verkehr,Intermediation service activities for transportation,Actividades de intermediación para el transporte,Activités de service d’intermédiation pour les transports,Attività di servizi di intermediazione per il trasporto,Bemiddelingsactiviteiten in verband met vervoer
55.4,3,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation,Actividades de intermediación para servicios de alojamiento,Activités de service d’intermédiation pour l’hébergement,Attività di servizi di intermediazione per servizi di alloggio,Bemiddelingsactiviteiten in verband met accommodatie
77.5,3,Vermittlungstätigkeiten für die Vermietung und das Leasing von beweglichen Sachen und nichtfinanziellen immateriellen Vermögenswerten,Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,Activités de service d’intermédiation pour la location et la location-bail de biens corporels et d’immobilisations incorporelles non financières.,Attività di servizi di intermediazione per il noleggio e il leasing operativo di beni materiali e beni immateriali non finanziari,Bemiddeling in verband met verhuur en leasing van materiële goederen en niet-financiële immateriële activa
79.1,3,Reisebüros und Reiseveranstalter,Travel agency and tour operator activities,Actividades de agencias de viajes y operadores turísticos,Activités d’agence de voyage et de voyagiste,Attività di agenzie di viaggio e tour operator,Activiteiten van reisbureaus en reisorganisatoren
77.51,4,"Vermittlungstätigkeiten für die Vermietung und das Leasing von Autos, Wohnmobilen und Anhängern","Intermediation service activities for rental and leasing of cars, motorhomes and trailers","Servicios de intermediación para el alquiler de automóviles, autocaravanas y remolques","Activités de service d’intermédiation pour la location et la location-bail de voitures, camping-cars et caravanes","Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Bemiddeling in verband met verhuur en leasing van auto’s, campers en aanhangwagens"
79.11,4,Reisebüros,Travel agency activities,Actividades de las agencias de viajes,Activités d’agence de voyage,Attività di agenzie di viaggio,Activiteiten van reisbureaus
52.32,4,Vermittlungstätigkeiten für die Personenbeförderung,Intermediation service activities for passenger transportation,Actividades de intermediación para el transporte de pasajeros,Activités de service d’intermédiation pour le transport de passagers,Attività di servizi di intermediazione per il trasporto di passeggeri,Bemiddelingsactiviteiten in verband met personenvervoer
55.40,4,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation,Actividades de intermediación para servicios de alojamiento,Activités de service d’intermédiation pour l’hébergement,Attività di servizi di intermediazione per servizi di alloggio,Bemiddelingsactiviteiten in verband met accommodatie
79.12,4,Reiseveranstalter,Tour operator activities,Actividades de los operadores turísticos,Activités de voyagiste,Attività di tour operator,Activiteiten van reisorganisatoren
52.3,3,Vermittlungstätigkeiten für den Verkehr,Intermediation service activities for transportation,Actividades de intermediación para el transporte,Activités de service d’intermédiation pour les transports,Attività di servizi di intermediazione per il trasporto,Bemiddelingsactiviteiten in verband met vervoer
55.4,3,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation,Actividades de intermediación para servicios de alojamiento,Activités de service d’intermédiation pour l’hébergement,Attività di servizi di intermediazione per servizi di alloggio,Bemiddelingsactiviteiten in verband met accommodatie
56.4,3,Vermittlungstätigkeiten für gastronomische Dienstleistungen,Intermediation service activities for food and beverage services activities,Actividades de intermediación para los servicios de comidas y bebidas,Activités de service d’intermédiation pour des activités de service de restauration,Attività di servizi di intermediazione per servizi di ristorazione,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden
77.5,3,Vermittlungstätigkeiten für die Vermietung und das Leasing von beweglichen Sachen und nichtfinanziellen immateriellen Vermögenswerten,Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,Activités de service d’intermédiation pour la location et la location-bail de biens corporels et d’immobilisations incorporelles non financières.,Attività di servizi di intermediazione per il noleggio e il leasing operativo di beni materiali e beni immateriali non finanziari,Bemiddeling in verband met verhuur en leasing van materiële goederen en niet-financiële immateriële activa
79.9,3,Erbringung sonstiger Reservierungsdienstleistungen,Other reservation service and related activities,Otros servicios de reservas y actividades relacionadas,Autres activités de service de réservation et activités connexes,Altri servizi di prenotazione e attività connesse,Activiteiten van reserveringsbureaus en aanverwante activiteiten
82.4,3,Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Intermediation service activities for business support service activities n.e.c.,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,Activités de service d’intermédiation pour des services de soutien aux entreprises n.c.a.,Attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.,"Bemiddelingsactiviteiten in verband met zakelijke dienstverlening, n.e.g."
52.32,4,Vermittlungstätigkeiten für die Personenbeförderung,Intermediation service activities for passenger transportation,Actividades de intermediación para el transporte de pasajeros,Activités de service d’intermédiation pour le transport de passagers,Attività di servizi di intermediazione per il trasporto di passeggeri,Bemiddelingsactiviteiten in verband met personenvervoer
55.40,4,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation,Actividades de intermediación para servicios de alojamiento,Activités de service d’intermédiation pour l’hébergement,Attività di servizi di intermediazione per servizi di alloggio,Bemiddelingsactiviteiten in verband met accommodatie
56.40,4,Vermittlungstätigkeiten für gastronomische Dienstleistungen,Intermediation service activities for food and beverage services activities,Actividades de intermediación para los servicios de comidas y bebidas,Activités de service d’intermédiation pour des activités de service de restauration,Attività di servizi di intermediazione per servizi di ristorazione,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden
77.51,4,"Vermittlungstätigkeiten für die Vermietung und das Leasing von Autos, Wohnmobilen und Anhängern","Intermediation service activities for rental and leasing of cars, motorhomes and trailers","Servicios de intermediación para el alquiler de automóviles, autocaravanas y remolques","Activités de service d’intermédiation pour la location et la location-bail de voitures, camping-cars et caravanes","Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Bemiddeling in verband met verhuur en leasing van auto’s, campers en aanhangwagens"
79.90,4,Erbringung sonstiger Reservierungsdienstleistungen,Other reservation service and related activities,Otros servicios de reservas y actividades relacionadas,Autres activités de service de réservation et activités connexes,Altri servizi di prenotazione e attività connesse,Activiteiten van reserveringsbureaus en aanverwante activiteiten
